date,client,channel,campaign_name,spend,impressions,clicks,conversions,conversion_value
2025-03-30,Clinica Vantia,Organic Search,Organic Search,0.0,284,9,0,0.0
2025-03-31,Clinica Vantia,Organic Search,Organic Search,0.0,296,9,0,0.0
2025-04-01,Clinica Vantia,Organic Search,Organic Search,0.0,275,9,0,0.0
2025-04-02,Clinica Vantia,Organic Search,Organic Search,0.0,231,5,0,0.0
2025-04-03,Clinica Vantia,Organic Search,Organic Search,0.0,215,11,0,0.0
2025-04-04,Clinica Vantia,Organic Search,Organic Search,0.0,222,11,0,0.0
2025-04-05,Clinica Vantia,Organic Search,Organic Search,0.0,275,9,0,0.0
2025-04-06,Clinica Vantia,Organic Search,Organic Search,0.0,268,12,0,0.0
2025-04-07,Clinica Vantia,Organic Search,Organic Search,0.0,273,3,0,0.0
2025-04-08,Clinica Vantia,Organic Search,Organic Search,0.0,234,9,0,0.0
2025-04-09,Clinica Vantia,Organic Search,Organic Search,0.0,253,8,0,0.0
2025-04-10,Clinica Vantia,Organic Search,Organic Search,0.0,295,7,1,62.83
2025-04-11,Clinica Vantia,Organic Search,Organic Search,0.0,273,11,0,0.0
2025-04-12,Clinica Vantia,Organic Search,Organic Search,0.0,231,14,1,26.61
2025-04-13,Clinica Vantia,Organic Search,Organic Search,0.0,270,9,1,28.52
2025-04-14,Clinica Vantia,Organic Search,Organic Search,0.0,213,3,0,0.0
2025-04-15,Clinica Vantia,Organic Search,Organic Search,0.0,223,12,0,0.0
2025-04-16,Clinica Vantia,Organic Search,Organic Search,0.0,246,2,0,0.0
2025-04-17,Clinica Vantia,Organic Search,Organic Search,0.0,257,6,0,0.0
2025-04-18,Clinica Vantia,Organic Search,Organic Search,0.0,251,11,0,0.0
2025-04-19,Clinica Vantia,Organic Search,Organic Search,0.0,330,12,0,0.0
2025-04-20,Clinica Vantia,Organic Search,Organic Search,0.0,280,10,0,0.0
2025-04-21,Clinica Vantia,Organic Search,Organic Search,0.0,200,7,0,0.0
2025-04-22,Clinica Vantia,Organic Search,Organic Search,0.0,221,8,1,28.2
2025-04-23,Clinica Vantia,Organic Search,Organic Search,0.0,270,4,0,0.0
2025-04-24,Clinica Vantia,Organic Search,Organic Search,0.0,282,8,0,0.0
2025-04-25,Clinica Vantia,Organic Search,Organic Search,0.0,254,5,0,0.0
2025-04-26,Clinica Vantia,Organic Search,Organic Search,0.0,274,11,0,0.0
2025-04-27,Clinica Vantia,Organic Search,Organic Search,0.0,290,11,0,0.0
2025-04-28,Clinica Vantia,Organic Search,Organic Search,0.0,284,12,1,28.95
2025-04-29,Clinica Vantia,Organic Search,Organic Search,0.0,304,14,1,37.51
2025-04-30,Clinica Vantia,Organic Search,Organic Search,0.0,285,4,0,0.0
2025-05-01,Clinica Vantia,Organic Search,Organic Search,0.0,224,5,0,0.0
2025-05-02,Clinica Vantia,Organic Search,Organic Search,0.0,280,11,0,0.0
2025-05-03,Clinica Vantia,Organic Search,Organic Search,0.0,237,6,0,0.0
2025-05-04,Clinica Vantia,Organic Search,Organic Search,0.0,291,15,0,0.0
2025-05-05,Clinica Vantia,Organic Search,Organic Search,0.0,240,8,0,0.0
2025-05-06,Clinica Vantia,Organic Search,Organic Search,0.0,268,17,0,0.0
2025-05-07,Clinica Vantia,Organic Search,Organic Search,0.0,293,12,1,
2025-05-08,Clinica Vantia,Organic Search,Organic Search,0.0,204,10,0,0.0
2025-05-09,Clinica Vantia,Organic Search,Organic Search,0.0,281,10,1,29.69
2025-05-10,Clinica Vantia,Organic Search,Organic Search,0.0,338,6,0,0.0
2025-05-11,Clinica Vantia,Organic Search,Organic Search,0.0,234,4,0,0.0
2025-05-12,Clinica Vantia,Organic Search,Organic Search,0.0,262,11,0,0.0
2025-05-13,Clinica Vantia,Organic Search,Organic Search,0.0,262,8,0,0.0
2025-05-14,Clinica Vantia,Organic Search,Organic Search,0.0,281,5,1,30.46
2025-05-15,Clinica Vantia,Organic Search,Organic Search,0.0,304,8,0,0.0
2025-05-16,Clinica Vantia,Organic Search,Organic Search,0.0,249,4,0,0.0
2025-05-17,Clinica Vantia,Organic Search,Organic Search,0.0,292,8,0,0.0
2025-05-18,Clinica Vantia,Organic Search,Organic Search,0.0,284,11,2,64.34
2025-05-19,Clinica Vantia,Organic Search,Organic Search,0.0,270,5,0,0.0
2025-05-20,Clinica Vantia,Organic Search,Organic Search,0.0,300,4,0,0.0
2025-05-21,Clinica Vantia,Organic Search,Organic Search,0.0,279,10,1,29.92
2025-05-22,Clinica Vantia,Organic Search,Organic Search,0.0,260,4,0,0.0
2025-05-23,Clinica Vantia,Organic Search,Organic Search,0.0,271,8,0,0.0
2025-05-24,Clinica Vantia,Organic Search,Organic Search,0.0,252,11,0,0.0
2025-05-25,Clinica Vantia,Organic Search,Organic Search,0.0,302,8,1,38.75
2025-05-26,Clinica Vantia,Organic Search,Organic Search,0.0,239,10,0,0.0
2025-05-27,Clinica Vantia,Organic Search,Organic Search,0.0,260,9,0,0.0
2025-05-28,Clinica Vantia,Organic Search,Organic Search,0.0,242,5,0,0.0
2025-05-29,Clinica Vantia,Organic Search,Organic Search,0.0,283,8,0,0.0
2025-05-30,Clinica Vantia,Organic Search,Organic Search,0.0,226,7,0,0.0
2025-05-31,Clinica Vantia,Organic Search,Organic Search,0.0,253,3,0,0.0
2025-06-01,Clinica Vantia,Organic Search,Organic Search,0.0,306,7,0,0.0
2025-06-02,Clinica Vantia,Organic Search,Organic Search,0.0,290,12,0,0.0
2025-06-03,Clinica Vantia,Organic Search,Organic Search,0.0,268,9,0,0.0
2025-06-04,Clinica Vantia,Organic Search,Organic Search,0.0,285,15,0,0.0
2025-06-05,Clinica Vantia,Organic Search,Organic Search,0.0,289,9,0,0.0
2025-06-06,Clinica Vantia,Organic Search,Organic Search,0.0,224,8,0,0.0
2025-06-07,Clinica Vantia,Organic Search,Organic Search,0.0,323,14,0,0.0
2025-06-08,Clinica Vantia,Organic Search,Organic Search,0.0,274,8,0,0.0
2025-06-09,Clinica Vantia,Organic Search,Organic Search,0.0,194,5,0,0.0
2025-06-10,Clinica Vantia,Organic Search,Organic Search,0.0,256,14,1,28.83
2025-06-10,Clinica Vantia,Organic Search,Organic Search,0.0,256,14,1,28.83
2025-06-11,Clinica Vantia,Organic Search,Organic Search,0.0,279,2,0,0.0
2025-06-11,Clinica Vantia,Organic Search,Organic Search,0.0,279,2,0,0.0
2025-06-12,Clinica Vantia,Organic Search,Organic Search,0.0,336,8,0,0.0
2025-06-12,Clinica Vantia,Organic Search,Organic Search,0.0,336,8,0,0.0
2025-06-13,Clinica Vantia,Organic Search,Organic Search,0.0,278,5,0,0.0
2025-06-13,Clinica Vantia,Organic Search,Organic Search,0.0,278,5,0,0.0
2025-06-14,Clinica Vantia,Organic Search,Organic Search,0.0,317,10,0,0.0
2025-06-14,Clinica Vantia,Organic Search,Organic Search,0.0,317,10,0,0.0
2025-06-15,Clinica Vantia,Organic Search,Organic Search,0.0,267,6,0,0.0
2025-06-15,Clinica Vantia,Organic Search,Organic Search,0.0,267,6,0,0.0
2025-06-16,Clinica Vantia,Organic Search,Organic Search,0.0,262,14,0,0.0
2025-06-16,Clinica Vantia,Organic Search,Organic Search,0.0,262,14,0,0.0
2025-06-17,Clinica Vantia,Organic Search,Organic Search,0.0,343,9,0,0.0
2025-06-17,Clinica Vantia,Organic Search,Organic Search,0.0,343,9,0,0.0
2025-06-18,Clinica Vantia,Organic Search,Organic Search,0.0,271,5,0,0.0
2025-06-18,Clinica Vantia,Organic Search,Organic Search,0.0,271,5,0,0.0
2025-06-19,Clinica Vantia,Organic Search,Organic Search,0.0,214,7,0,0.0
2025-06-19,Clinica Vantia,Organic Search,Organic Search,0.0,214,7,0,0.0
2025-06-20,Clinica Vantia,Organic Search,Organic Search,0.0,288,6,0,0.0
2025-06-21,Clinica Vantia,Organic Search,Organic Search,0.0,260,7,0,0.0
2025-06-22,Clinica Vantia,Organic Search,Organic Search,0.0,263,13,1,66.54
2025-06-23,Clinica Vantia,Organic Search,Organic Search,0.0,290,17,1,30.04
2025-06-24,Clinica Vantia,Organic Search,Organic Search,0.0,218,11,0,0.0
2025-06-25,Clinica Vantia,Organic Search,Organic Search,0.0,263,6,0,0.0
2025-06-26,Clinica Vantia,Organic Search,Organic Search,0.0,264,4,1,61.09
2025-06-27,Clinica Vantia,Organic Search,Organic Search,0.0,306,10,1,58.14
2025-06-28,Clinica Vantia,Organic Search,Organic Search,0.0,271,7,0,0.0
2025-06-29,Clinica Vantia,Organic Search,Organic Search,0.0,255,6,0,0.0
2025-06-30,Clinica Vantia,Organic Search,Organic Search,0.0,307,14,1,34.78
2025-07-01,Clinica Vantia,Organic Search,Organic Search,0.0,306,5,0,0.0
2025-07-02,Clinica Vantia,Organic Search,Organic Search,0.0,343,5,0,0.0
2025-07-03,Clinica Vantia,Organic Search,Organic Search,0.0,324,9,0,0.0
2025-07-04,Clinica Vantia,Organic Search,Organic Search,0.0,313,4,0,0.0
2025-07-05,Clinica Vantia,Organic Search,Organic Search,0.0,247,14,1,37.31
2025-07-06,Clinica Vantia,Organic Search,Organic Search,0.0,269,7,0,0.0
2025-07-07,Clinica Vantia,Organic Search,Organic Search,0.0,231,12,0,0.0
2025-07-08,Clinica Vantia,Organic Search,Organic Search,0.0,252,4,0,0.0
2025-07-09,Clinica Vantia,Organic Search,Organic Search,0.0,301,10,0,0.0
2025-07-10,Clinica Vantia,Organic Search,Organic Search,0.0,321,11,0,0.0
2025-07-11,Clinica Vantia,Organic Search,Organic Search,0.0,310,17,0,0.0
2025-07-12,Clinica Vantia,Organic Search,Organic Search,0.0,334,13,1,50.12
2025-07-13,Clinica Vantia,Organic Search,Organic Search,0.0,258,12,0,0.0
2025-07-14,Clinica Vantia,Organic Search,Organic Search,0.0,267,16,0,0.0
2025-07-15,Clinica Vantia,Organic Search,Organic Search,0.0,290,7,0,0.0
2025-07-16,Clinica Vantia,Organic Search,Organic Search,0.0,210,6,0,0.0
2025-07-17,Clinica Vantia,Organic Search,Organic Search,0.0,276,6,0,0.0
2025-07-18,Clinica Vantia,Organic Search,Organic Search,0.0,289,7,0,0.0
2025-07-19,Clinica Vantia,Organic Search,Organic Search,0.0,279,9,0,0.0
2025-07-20,Clinica Vantia,Organic Search,Organic Search,0.0,270,8,0,0.0
2025-07-21,Clinica Vantia,Organic Search,Organic Search,0.0,250,4,0,0.0
2025-07-22,Clinica Vantia,Organic Search,Organic Search,0.0,255,12,0,0.0
2025-07-23,Clinica Vantia,Organic Search,Organic Search,0.0,251,1,0,0.0
2025-07-24,Clinica Vantia,Organic Search,Organic Search,0.0,326,12,0,0.0
2025-07-25,Clinica Vantia,Organic Search,Organic Search,0.0,270,9,0,0.0
2025-07-26,Clinica Vantia,Organic Search,Organic Search,0.0,302,11,1,43.37
2025-07-27,Clinica Vantia,Organic Search,Organic Search,0.0,250,5,1,54.34
2025-07-28,Clinica Vantia,Organic Search,Organic Search,0.0,254,8,0,0.0
2025-07-29,Clinica Vantia,Organic Search,Organic Search,0.0,276,6,0,0.0
2025-07-30,Clinica Vantia,Organic Search,Organic Search,0.0,277,6,0,0.0
2025-07-31,Clinica Vantia,Organic Search,Organic Search,0.0,270,8,0,0.0
2025-08-01,Clinica Vantia,Organic Search,Organic Search,0.0,249,13,0,0.0
2025-08-02,Clinica Vantia,Organic Search,Organic Search,0.0,264,8,0,0.0
2025-08-03,Clinica Vantia,Organic Search,Organic Search,0.0,296,6,0,0.0
2025-08-04,Clinica Vantia,Organic Search,Organic Search,0.0,251,4,0,0.0
2025-08-05,Clinica Vantia,Organic Search,Organic Search,0.0,277,16,1,46.2
2025-08-06,Clinica Vantia,Organic Search,Organic Search,0.0,287,4,0,0.0
2025-08-07,Clinica Vantia,Organic Search,Organic Search,0.0,354,17,1,36.66
2025-08-08,Clinica Vantia,Organic Search,Organic Search,0.0,340,10,0,0.0
2025-08-09,Clinica Vantia,Organic Search,Organic Search,0.0,271,2,0,0.0
2025-08-10,Clinica Vantia,Organic Search,Organic Search,0.0,287,9,0,0.0
2025-08-11,Clinica Vantia,Organic Search,Organic Search,0.0,255,5,1,48.0
2025-08-12,Clinica Vantia,Organic Search,Organic Search,0.0,312,10,1,69.81
2025-08-13,Clinica Vantia,Organic Search,Organic Search,0.0,275,12,0,0.0
2025-08-14,Clinica Vantia,Organic Search,Organic Search,0.0,333,10,0,0.0
2025-08-15,Clinica Vantia,Organic Search,Organic Search,0.0,232,5,0,0.0
2025-08-16,Clinica Vantia,Organic Search,Organic Search,0.0,329,9,0,0.0
2025-08-17,Clinica Vantia,Organic Search,Organic Search,0.0,235,8,0,0.0
2025-08-18,Clinica Vantia,Organic Search,Organic Search,0.0,351,12,0,0.0
2025-08-19,Clinica Vantia,Organic Search,Organic Search,0.0,225,8,1,49.78
2025-08-20,Clinica Vantia,Organic Search,Organic Search,0.0,259,7,0,0.0
2025-08-21,Clinica Vantia,Organic Search,Organic Search,0.0,316,12,0,0.0
2025-08-22,Clinica Vantia,Organic Search,Organic Search,0.0,276,16,0,0.0
2025-08-23,Clinica Vantia,Organic Search,Organic Search,0.0,307,12,0,0.0
2025-08-24,Clinica Vantia,Organic Search,Organic Search,0.0,252,4,1,47.73
2025-08-25,Clinica Vantia,Organic Search,Organic Search,0.0,333,9,0,0.0
2025-08-26,Clinica Vantia,Organic Search,Organic Search,0.0,290,12,0,0.0
2025-08-27,Clinica Vantia,Organic Search,Organic Search,0.0,299,6,0,0.0
2025-08-28,Clinica Vantia,Organic Search,Organic Search,0.0,227,10,0,0.0
2025-08-29,Clinica Vantia,Organic Search,Organic Search,0.0,269,5,0,0.0
2025-08-30,Clinica Vantia,Organic Search,Organic Search,0.0,348,12,0,0.0
2025-08-31,Clinica Vantia,Organic Search,Organic Search,0.0,298,6,0,0.0
2025-09-01,Clinica Vantia,Organic Search,Organic Search,0.0,451,14,1,48.33
2025-09-02,Clinica Vantia,Organic Search,Organic Search,0.0,423,31,0,0.0
2025-09-03,Clinica Vantia,Organic Search,Organic Search,0.0,412,15,1,34.06
2025-09-04,Clinica Vantia,Organic Search,Organic Search,0.0,358,13,0,0.0
2025-09-05,Clinica Vantia,Organic Search,Organic Search,0.0,361,13,1,64.95
2025-09-06,Clinica Vantia,Organic Search,Organic Search,0.0,357,13,0,0.0
2025-09-07,Clinica Vantia,Organic Search,Organic Search,0.0,473,15,0,0.0
2025-09-08,Clinica Vantia,Organic Search,Organic Search,0.0,423,11,0,0.0
2025-09-09,Clinica Vantia,Organic Search,Organic Search,0.0,389,12,0,0.0
2025-09-10,Clinica Vantia,Organic Search,Organic Search,0.0,384,5,1,33.1
2025-09-11,Clinica Vantia,Organic Search,Organic Search,0.0,388,5,0,0.0
2025-09-12,Clinica Vantia,Organic Search,Organic Search,0.0,338,5,0,0.0
2025-09-13,Clinica Vantia,Organic Search,Organic Search,0.0,459,9,1,
2025-09-14,Clinica Vantia,Organic Search,Organic Search,0.0,380,13,1,35.02
2025-09-15,Clinica Vantia,Organic Search,Organic Search,0.0,382,4,1,41.47
2025-09-16,Clinica Vantia,Organic Search,Organic Search,0.0,416,10,0,0.0
2025-09-17,Clinica Vantia,Organic Search,Organic Search,0.0,435,22,0,0.0
2025-09-18,Clinica Vantia,Organic Search,Organic Search,0.0,452,22,0,0.0
2025-09-19,Clinica Vantia,Organic Search,Organic Search,0.0,359,12,1,42.95
2025-09-20,Clinica Vantia,Organic Search,Organic Search,0.0,388,14,1,37.32
2025-09-21,Clinica Vantia,Organic Search,Organic Search,0.0,359,10,0,0.0
2025-09-22,Clinica Vantia,Organic Search,Organic Search,0.0,419,11,1,44.45
2025-09-23,Clinica Vantia,Organic Search,Organic Search,0.0,514,22,0,0.0
2025-09-24,Clinica Vantia,Organic Search,Organic Search,0.0,393,11,0,0.0
2025-09-25,Clinica Vantia,Organic Search,Organic Search,0.0,384,9,1,38.96
2025-09-26,Clinica Vantia,Organic Search,Organic Search,0.0,415,19,0,0.0
2025-09-27,Clinica Vantia,Organic Search,Organic Search,0.0,433,9,0,0.0
2025-09-28,Clinica Vantia,Organic Search,Organic Search,0.0,409,6,0,0.0
2025-09-29,Clinica Vantia,Organic Search,Organic Search,0.0,397,10,0,0.0
2025-09-30,Clinica Vantia,Organic Search,Organic Search,0.0,389,5,0,0.0
2025-10-01,Clinica Vantia,Organic Search,Organic Search,0.0,279,6,0,0.0
2025-10-02,Clinica Vantia,Organic Search,Organic Search,0.0,266,7,0,0.0
2025-10-03,Clinica Vantia,Organic Search,Organic Search,0.0,293,7,0,0.0
2025-10-04,Clinica Vantia,Organic Search,Organic Search,0.0,265,12,0,0.0
2025-10-05,Clinica Vantia,Organic Search,Organic Search,0.0,335,13,1,28.25
2025-10-06,Clinica Vantia,Organic Search,Organic Search,0.0,258,4,0,0.0
2025-10-07,Clinica Vantia,Organic Search,Organic Search,0.0,332,17,1,53.76
2025-10-08,Clinica Vantia,Organic Search,Organic Search,0.0,289,14,2,100.98
2025-10-09,Clinica Vantia,Organic Search,Organic Search,0.0,274,13,2,70.13
2025-10-10,Clinica Vantia,Organic Search,Organic Search,0.0,299,11,0,0.0
2025-10-11,Clinica Vantia,Organic Search,Organic Search,0.0,278,17,0,0.0
2025-10-12,Clinica Vantia,Organic Search,Organic Search,0.0,281,9,0,0.0
2025-10-13,Clinica Vantia,Organic Search,Organic Search,0.0,347,12,0,0.0
2025-10-14,Clinica Vantia,Organic Search,Organic Search,0.0,284,5,0,0.0
2025-10-15,Clinica Vantia,Organic Search,Organic Search,0.0,299,8,0,0.0
2025-10-16,Clinica Vantia,Organic Search,Organic Search,0.0,284,11,0,0.0
2025-10-17,Clinica Vantia,Organic Search,Organic Search,0.0,239,9,0,0.0
2025-10-18,Clinica Vantia,Organic Search,Organic Search,0.0,317,7,0,0.0
2025-10-19,Clinica Vantia,Organic Search,Organic Search,0.0,241,8,0,0.0
2025-10-20,Clinica Vantia,Organic Search,Organic Search,0.0,240,8,0,0.0
2025-10-21,Clinica Vantia,Organic Search,Organic Search,0.0,277,6,0,0.0
2025-10-22,Clinica Vantia,Organic Search,Organic Search,0.0,267,5,0,0.0
2025-10-23,Clinica Vantia,Organic Search,Organic Search,0.0,305,8,0,0.0
2025-10-24,Clinica Vantia,Organic Search,Organic Search,0.0,288,12,0,0.0
2025-10-25,Clinica Vantia,Organic Search,Organic Search,0.0,330,8,1,55.0
2025-10-26,Clinica Vantia,Organic Search,Organic Search,0.0,231,10,0,0.0
2025-10-27,Clinica Vantia,Organic Search,Organic Search,0.0,321,7,0,0.0
2025-10-28,Clinica Vantia,Organic Search,Organic Search,0.0,226,8,0,0.0
2025-10-29,Clinica Vantia,Organic Search,Organic Search,0.0,298,7,0,0.0
2025-10-30,Clinica Vantia,Organic Search,Organic Search,0.0,255,10,0,0.0
2025-10-31,Clinica Vantia,Organic Search,Organic Search,0.0,274,14,0,0.0
2025-11-01,Clinica Vantia,Organic Search,Organic Search,0.0,245,6,0,0.0
2025-11-02,Clinica Vantia,Organic Search,Organic Search,0.0,342,3,0,0.0
2025-11-03,Clinica Vantia,Organic Search,Organic Search,0.0,320,14,0,0.0
2025-11-04,Clinica Vantia,Organic Search,Organic Search,0.0,296,6,1,60.2
2025-11-05,Clinica Vantia,Organic Search,Organic Search,0.0,259,7,0,0.0
2025-11-06,Clinica Vantia,Organic Search,Organic Search,0.0,318,11,0,0.0
2025-11-07,Clinica Vantia,Organic Search,Organic Search,0.0,272,14,0,0.0
2025-11-08,Clinica Vantia,Organic Search,Organic Search,0.0,332,10,1,73.28
2025-11-09,Clinica Vantia,Organic Search,Organic Search,0.0,324,12,0,0.0
2025-11-10,Clinica Vantia,Organic Search,Organic Search,0.0,290,11,1,25.54
2025-11-11,Clinica Vantia,Organic Search,Organic Search,0.0,330,7,1,46.09
2025-11-12,Clinica Vantia,Organic Search,Organic Search,0.0,311,8,0,0.0
2025-11-13,Clinica Vantia,Organic Search,Organic Search,0.0,261,5,0,0.0
2025-11-14,Clinica Vantia,Organic Search,Organic Search,0.0,307,8,0,0.0
2025-11-15,Clinica Vantia,Organic Search,Organic Search,0.0,381,9,0,0.0
2025-11-16,Clinica Vantia,Organic Search,Organic Search,0.0,278,11,0,0.0
2025-11-17,Clinica Vantia,Organic Search,Organic Search,0.0,314,13,0,0.0
2025-11-18,Clinica Vantia,Organic Search,Organic Search,0.0,247,17,0,0.0
2025-11-19,Clinica Vantia,Organic Search,Organic Search,0.0,307,3,0,0.0
2025-11-20,Clinica Vantia,Organic Search,Organic Search,0.0,331,15,3,120.49
2025-11-21,Clinica Vantia,Organic Search,Organic Search,0.0,323,8,0,0.0
2025-11-22,Clinica Vantia,Organic Search,Organic Search,0.0,287,16,1,67.21
2025-11-23,Clinica Vantia,Organic Search,Organic Search,0.0,278,14,1,31.31
2025-11-24,Clinica Vantia,Organic Search,Organic Search,0.0,341,12,1,47.93
2025-11-25,Clinica Vantia,Organic Search,Organic Search,0.0,286,10,3,160.11
2025-11-26,Clinica Vantia,Organic Search,Organic Search,0.0,281,17,1,33.56
2025-11-27,Clinica Vantia,Organic Search,Organic Search,0.0,304,14,1,42.13
2025-11-28,Clinica Vantia,Organic Search,Organic Search,0.0,266,8,1,50.97
2025-11-29,Clinica Vantia,Organic Search,Organic Search,0.0,350,11,0,0.0
2025-11-30,Clinica Vantia,Organic Search,Organic Search,0.0,275,10,1,57.55
2025-12-01,Clinica Vantia,Organic Search,Organic Search,0.0,314,8,1,34.39
2025-12-02,Clinica Vantia,Organic Search,Organic Search,0.0,264,4,0,0.0
2025-12-03,Clinica Vantia,Organic Search,Organic Search,0.0,298,4,0,0.0
2025-12-04,Clinica Vantia,Organic Search,Organic Search,0.0,315,10,0,0.0
2025-12-05,Clinica Vantia,Organic Search,Organic Search,0.0,299,3,1,48.03
2025-12-06,Clinica Vantia,Organic Search,Organic Search,0.0,313,9,0,0.0
2025-12-07,Clinica Vantia,Organic Search,Organic Search,0.0,265,15,0,0.0
2025-12-08,Clinica Vantia,Organic Search,Organic Search,0.0,273,2,0,0.0
2025-12-09,Clinica Vantia,Organic Search,Organic Search,0.0,276,10,0,0.0
2025-12-10,Clinica Vantia,Organic Search,Organic Search,0.0,349,9,0,0.0
2025-12-11,Clinica Vantia,Organic Search,Organic Search,0.0,305,11,0,0.0
2025-12-12,Clinica Vantia,Organic Search,Organic Search,0.0,335,4,0,0.0
2025-12-13,Clinica Vantia,Organic Search,Organic Search,0.0,286,10,2,76.79
2025-12-14,Clinica Vantia,Organic Search,Organic Search,0.0,343,16,0,0.0
2025-12-15,Clinica Vantia,Organic Search,Organic Search,0.0,294,14,0,0.0
2025-12-16,Clinica Vantia,Organic Search,Organic Search,0.0,339,11,0,0.0
2025-12-17,Clinica Vantia,Organic Search,Organic Search,0.0,312,9,0,0.0
2025-12-18,Clinica Vantia,Organic Search,Organic Search,0.0,286,6,1,57.65
